time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
6292,3.698,6.471,11.535,0.147,0.246,0.423,0.089,0.103884772,0
6293,3.054,4.372,11.208,0.055,-0.104,0.184,0.101,0.103884772,0
6294,0.63,7.055,2.227,0.053,0.014,-0.057,0.106,0.103884772,0
6295,0.146,6.978,-2.64,0.071,0.169,0.031,0.117,0.103884772,0
6296,7.08,-4.116,-2.688,0.035,-0.033,0.166,0.12,0.103884772,0
6297,1.416,1.929,-1.138,0.033,-0.063,-0.125,0.124,0.103884772,0
6298,3.495,9.994,8.076,0.115,0.139,0.133,0.109,0.103884772,0
6299,3.275,-3.581,13.01,0.04,0,0.066,0.113,0.103884772,0
6300,2.94,-0.725,3.303,-0.06,-0.111,-0.134,0.133,0.103884772,0
6301,5.597,8.444,-3.231,0.027,0.175,-0.021,0.13,0.103884772,0
6302,9.494,5.722,-3.623,0.116,0.058,0.13,0.123,0.103884772,0
6303,9.619,2.102,-2.326,0.129,-0.123,-0.168,0.125,0.103884772,0
6304,7.495,20.088,3.935,0.063,0.188,-0.031,0.126,0.103884772,0
6305,8.479,2.34,14.3,0.152,0.189,0.189,0.116,0.103884772,0
6306,4.008,2.394,10.198,0.032,0.032,0.246,0.092,0.103884772,0
6307,4.763,1.818,2.1,0.13,0.081,0.084,0.112,0.103884772,0
6308,2.962,-1.206,-2.86,0.041,0.191,0.045,0.102,0.103884772,0
6309,7.297,-3.531,-5.958,0.039,-0.007,0.028,0.116,0.103884772,0
6310,4.62,4.901,-1.598,-0.017,-0.017,-0.079,0.101,0.103884772,0
6311,2.576,12.102,6.257,0.045,0.1,0.127,0.101,0.103884772,0
6312,3.662,4.9,11.926,0.203,-0.13,0.023,0.1,0.103884772,0
6313,-0.921,7.419,5.025,-0.052,-0.168,-0.126,0.122,0.103884772,0
6314,0.876,5.95,1.66,-0.003,0.055,-0.055,0.11,0.103884772,0
6315,3.865,-1.338,-2.251,0.054,0.1,0.116,0.106,0.103884772,0
6316,4.516,-2.803,-5.056,0.066,-0.032,0.098,0.103,0.103884772,0
6317,5.024,5.826,3.894,-0.019,0.142,0.006,0.104,0.103884772,0
6318,2.884,-2.8,11.475,0.07,0.117,0.146,0.122,0.103884772,0
6319,5.667,3.131,9.805,-0.001,-0.106,0.081,0.134,0.103884772,0
6320,5.69,3.581,1.855,0.036,0.031,-0.092,0.13,0.103884772,0
6321,6.686,9.164,-3.472,0.005,0.17,0.056,0.15,0.103884772,0
6322,13.233,1.224,-1.935,0.088,0.02,0.121,0.09,0.103884772,0
6323,10.007,8.494,2.132,0.008,-0.005,-0.091,0.105,0.103884772,0
6324,8.871,19.438,12.381,0.069,0.17,0.184,0.108,0.103884772,0
6325,6.229,1.287,14.278,0.111,0.002,0.092,0.094,0.103884772,0
6326,2.379,1.303,7.671,-0.059,-0.117,-0.128,0.101,0.103884772,0
6327,6.24,0.611,1.767,-0.012,0.116,-0.01,0.106,0.103884772,0
6328,6.401,-0.548,-7.301,0.04,0.036,0.08,0.109,0.103884772,0
6329,6.199,-0.661,-4.847,0.022,0.07,0.037,0.096,0.103884772,0
6330,3.468,5.593,2.757,0.079,0.045,0.069,0.105,0.103884772,0
6331,3.66,5.11,11.924,0.092,-0.001,0.013,0.094,0.103884772,0
6332,2.631,9.13,11.526,0.135,-0.096,0.078,0.096,0.103884772,0
6333,1.551,3.287,2.392,0.039,0.031,-0.001,0.111,0.103884772,0
6334,3.096,2.642,-4.357,-0.041,0.145,0.037,0.082,0.103884772,0
6335,6.064,1.82,-5.058,-0.036,0.063,0.082,0.099,0.103884772,0
6336,4.136,3.372,2.571,0.071,-0.039,0.021,0.106,0.103884772,0
6337,4.114,2.608,12.415,0.137,0.105,0.11,0.098,0.103884772,0
6338,2.657,-2.555,13.059,0.025,0.009,0.009,0.107,0.103884772,0
6339,4.297,-2.498,1.907,-0.063,-0.066,-0.149,0.088,0.103884772,0
6340,6.212,3.828,-3.684,0.08,0.161,0.049,0.096,0.103884772,0
6341,9.449,6.884,-1.585,0.055,0,0.103,0.088,0.103884772,0
6342,10.346,6.576,3.687,0.143,0.002,-0.005,0.084,0.103884772,0
6343,8.964,16.608,5.927,0.099,0.218,0.123,0.092,0.103884772,0
6344,8.05,5.409,13.042,0.101,0.026,0.058,0.081,0.103884772,0
6345,4.339,1.21,6.191,-0.008,0.018,-0.003,0.073,0.103884772,0
6346,2.971,-0.426,3.292,0.019,0.048,0.013,0.086,0.103884772,0
6347,2.595,2.225,-1.743,0.057,0.066,0.059,0.091,0.103884772,0
6348,6.687,2.506,-1.772,0.082,-0.019,0.045,0.087,0.103884772,0
6349,4.447,2.541,1.067,-0.058,0.134,0.055,0.098,0.103884772,0
6350,2.414,8.96,4.741,-0.051,0.127,0.152,0.08,0.103884772,0
6351,2.192,3.938,11.498,0.175,-0.073,0.034,0.078,0.103884772,0
6352,-1.243,5.43,4.574,-0.041,-0.105,-0.06,0.103,0.103884772,0
6353,0.737,4.873,1.3,0.114,0.061,0.034,0.077,0.103884772,0
6354,2.118,3.864,-1.244,0.099,0.025,-0.031,0.102,0.103884772,0
6355,4.414,1.36,-1.262,0.134,-0.001,0.003,0.097,0.103884772,0
6356,3.405,-0.189,3.216,-0.056,0.201,0.136,0.11,0.103884772,0
6357,1.262,-1.408,9.086,-0.084,0.113,0.14,0.116,0.103884772,0
6358,2.291,5.458,7.208,0.012,-0.055,0.014,0.131,0.103884772,0
6359,3.803,1.413,0.813,0.107,-0.078,-0.041,0.126,0.103884772,0
6360,7.181,6.648,-2.557,0.043,0.146,0.053,0.158,0.103884772,0
6361,9.96,6.119,2.245,-0.027,0.221,0.084,0.155,0.103884772,0
6362,9.183,7.125,2.567,-0.033,0.22,-0.034,0.153,0.103884772,0
6363,6.959,13.825,9.136,-0.012,0.049,0.081,0.164,0.103884772,0
6364,5.882,3.9,10.718,0.11,0.036,0.091,0.144,0.103884772,0
6365,3.444,2.466,3.418,0.045,-0.172,-0.093,0.159,0.103884772,0
6366,0.582,-0.637,1.674,-0.054,0.089,0.021,0.035,0.103884772,0
6367,1.766,3.032,2.178,-0.025,-0.063,-0.051,-0.005,0.104310082,0
6368,10.202,0.091,20.646,0.436,-0.209,0.339,0.163,0.104310082,0
6369,-0.496,2.38,11.034,-0.261,-0.485,-0.306,0.169,0.104310082,0
6370,4.162,14.998,-0.83,0.003,-0.025,-0.28,0.158,0.104310082,0
6371,6.837,2.752,-2.496,0.007,0.077,0.233,0.155,0.104310082,0
6372,7.556,-10.291,-1.147,0.156,-0.205,0.099,0.13,0.104310082,0
6373,-0.026,12.851,3.299,-0.058,-0.053,-0.343,0.139,0.104310082,0
6374,8.971,5.181,18.194,-0.132,0.137,-0.077,0.101,0.104310082,0
6375,6.344,-4.91,15.422,0.041,-0.331,-0.152,0.114,0.104310082,0
6376,4.728,4.922,2.337,-0.044,0.001,-0.192,0.113,0.104310082,0
6377,8.907,12.974,-2.842,-0.063,0.168,-0.03,0.09,0.104310082,0
6378,16.128,0.719,-0.984,0.029,-0.184,0.2,0.089,0.104310082,0
6379,4.731,9.413,0.307,0.124,0.028,0.256,0.083,0.104310082,0
6380,10.796,27.087,14.903,0.057,0.145,-0.26,0.074,0.104310082,0
6381,11.771,-4.723,20.771,-0.023,0.099,0.197,0.088,0.104310082,0
6382,1.4,0.86,10.188,-0.07,-0.158,0.042,0.064,0.104310082,0
6383,7.553,6.033,-1.806,-0.052,0.077,-0.171,0.08,0.104310082,0
6384,10.488,-1.123,-3.571,-0.037,0.112,-0.126,0.075,0.104310082,0
6385,3.87,-4.328,-4.497,0.021,-0.161,0.039,0.086,0.104310082,0
6386,1.067,16.686,4.14,0.036,0.018,-0.289,0.092,0.104310082,0
6387,9.246,7.743,18.594,0.103,0.234,0.411,0.096,0.104310082,0
6388,3.915,2.97,16.906,-0.073,-0.182,0.126,0.095,0.104310082,0
6389,0.816,9.143,2.505,-0.002,-0.099,-0.178,0.093,0.104310082,0
6390,1.274,10.615,-4.77,0.02,0.208,-0.059,0.093,0.104310082,0
6391,7.72,-4.002,-0.099,0.031,-0.001,0.217,0.118,0.104310082,0
6392,-1.977,-0.379,-0.942,-0.017,-0.153,-0.495,0.08,0.104310082,0
6393,4.211,16.753,10.689,-0.166,0.263,-0.051,0.089,0.104310082,0
6394,8.52,-4.695,19.336,0.065,-0.11,0.182,0.085,0.104310082,0
6395,0.631,-0.911,7.061,-0.036,-0.104,0.069,0.095,0.104310082,0
6396,7.658,10.363,-3.23,0.031,0.212,-0.085,0.121,0.104310082,0
6397,12.778,4.326,-0.902,0.003,0.041,0.112,0.088,0.104310082,0
6398,11.039,-0.422,-2.302,-0.021,-0.198,-0.116,0.095,0.104310082,0
6399,5.5,25.124,4.793,-0.004,0.16,0.091,0.093,0.104310082,0
6400,10.641,7.785,16.117,-0.019,0.065,0.105,0.072,0.104310082,0
6401,6.886,4.897,14.733,0.002,-0.378,-0.081,0.086,0.104310082,0
6402,4.506,4.119,2.879,-0.069,-0.046,-0.176,0.069,0.104310082,0
6403,4.465,1.353,-3.366,-0.097,0.086,-0.13,0.078,0.104310082,0
6404,9.371,-4.484,-3.176,-0.118,-0.006,0.013,0.084,0.104310082,0
6405,-0.288,6.216,-1.817,-0.028,-0.224,-0.051,0.085,0.104310082,0
6406,4.415,14.144,9.121,-0.078,0.081,-0.137,0.087,0.104310082,0
6407,6.61,5.371,15.729,-0.05,-0.17,-0.03,0.093,0.104310082,0
6408,-0.632,7.327,7.97,-0.084,-0.27,-0.158,0.078,0.104310082,0
6409,1.176,10.05,0.312,-0.027,0.213,-0.058,0.095,0.104310082,0
6410,6.767,-3.059,-0.58,-0.123,0.026,0.019,0.103,0.104310082,0
6411,2.4,-2.358,-2.336,-0.014,-0.246,0.018,0.101,0.104310082,0
6412,3.815,11.599,4.582,-0.013,0.112,-0.107,0.114,0.104310082,0
6413,8.54,-2.966,16.66,0.02,-0.031,-0.126,0.087,0.104310082,0
6414,3.294,0.704,11.463,-0.121,-0.218,-0.018,0.081,0.104310082,0
6415,7.643,6.928,2.613,0.028,-0.039,-0.194,0.1,0.104310082,0
6416,9.602,7.134,-0.106,0.002,0.1,0.087,0.111,0.104310082,0
6417,13.2,0.347,-2.612,-0.004,-0.231,-0.108,0.122,0.104310082,0
6418,8.48,12.649,1.743,-0.013,-0.054,-0.058,0.11,0.104310082,0
6419,10.233,18.106,17.386,-0.047,0.167,0.196,0.088,0.104310082,0
6420,9.759,3.522,18.335,0.041,-0.232,-0.091,0.091,0.104310082,0
6421,2.02,4.055,9.054,-0.109,-0.284,-0.167,0.09,0.104310082,0
6422,3.099,4.76,0.459,-0.093,-0.061,-0.131,0.111,0.104310082,0
6423,9.154,0.265,-3.825,-0.084,0.027,-0.005,0.104,0.104310082,0
6424,3.491,-1.877,-5.651,-0.037,-0.226,-0.09,0.097,0.104310082,0
6425,2.918,10.642,7.334,-0.076,0.062,-0.147,0.096,0.104310082,0
6426,5.236,3.676,16.56,-0.089,-0.017,-0.119,0.091,0.104310082,0
6427,1.44,8.057,13.791,-0.249,-0.21,-0.141,0.096,0.104310082,0
6428,1.34,7.059,5.928,-0.11,-0.115,-0.132,0.079,0.104310082,0
6429,4.147,5.541,-1.417,-0.032,0.027,-0.009,0.097,0.104310082,0
6430,6.77,0.25,-3.873,-0.042,-0.239,-0.129,0.088,0.104310082,0
6431,1.778,4.103,2.803,-0.09,-0.114,-0.225,0.112,0.104310082,0
6432,5.59,4.598,16.569,-0.153,0.081,0.058,0.094,0.104310082,0
6433,5.97,2.254,14.624,-0.166,-0.27,-0.078,0.089,0.104310082,0
6434,2.313,2.587,5.465,-0.083,-0.149,-0.106,0.094,0.104310082,0
6435,5.985,7.843,-2.832,-0.172,0.018,-0.115,0.106,0.104310082,0
6436,14.247,4.983,-3.118,-0.133,-0.128,-0.103,0.117,0.104310082,0
6437,7.994,9.473,0.333,-0.078,-0.15,-0.188,0.098,0.104310082,0
6438,7.236,22.524,14.678,-0.039,-0.029,0.006,0.107,0.104310082,0
6439,10.902,5.438,19.849,-0.131,-0.019,0.013,0.089,0.104310082,0
6440,3.731,3.399,12.584,-0.133,-0.202,-0.109,0.084,0.104310082,0
6441,6.235,2.052,2.268,0.045,-0.103,-0.044,0.089,0.104310082,0
6442,8.173,0.091,-6.483,-0.126,-0.019,-0.103,0.104,0.104310082,0
6443,7.966,-1.176,-5.488,-0.035,-0.139,-0.158,0.089,0.104310082,0
6444,3.306,9.581,3.927,0.053,0.146,0.125,0.079,0.104310082,0
6445,6.51,10.374,15.656,-0.045,0.132,0.165,0.091,0.104310082,0
6446,4.288,10.867,15.317,-0.014,-0.234,-0.052,0.09,0.104310082,0
6447,-0.668,0.414,3.292,0.054,-0.016,-0.024,0.088,0.104310082,0
6448,2.623,6.941,-5.286,-0.023,0.205,0.028,0.084,0.104310082,0
6449,8.905,4.375,-1.676,0.032,-0.007,-0.041,0.074,0.104310082,0
6450,2.471,5.124,2.976,-0.046,0.026,0.018,0.086,0.104310082,0
6451,3.945,5.519,10.14,-0.089,-0.124,-0.121,0.085,0.104310082,0
6452,7.755,1.013,14.642,0.027,0.094,0.067,0.075,0.104310082,0
6453,4.018,1.761,3.751,-0.001,0.003,0.033,0.088,0.104310082,0
6454,9.986,1.401,-0.965,0.161,0.142,0.06,0.09,0.104310082,0
6455,12.855,6.942,-2.393,0.016,0.115,0.038,0.086,0.104310082,0
6456,13.317,10.11,2.017,0.101,0.056,-0.007,0.082,0.104310082,0
6457,9.372,11.92,7.826,0.027,0.129,0.158,0.081,0.104310082,0
6458,9.1,9.527,16.234,0.057,-0.001,0.064,0.086,0.104310082,0
6459,9.108,8.302,13.369,-0.03,-0.046,-0.038,0.09,0.104310082,0
6460,3.258,3.968,3.604,0.03,0.038,0.045,0.084,0.104310082,0
6461,6.003,3.004,-0.381,0.074,0.098,0.015,0.091,0.104310082,0
6462,8.955,2.591,-0.373,-0.043,0.011,0.006,0.111,0.104310082,0
6463,3.657,1.379,0.914,-0.028,0.085,0.051,0.09,0.104310082,0
6464,3.765,6.799,8.016,0.08,0.098,0.204,0.097,0.104310082,0
6465,5.842,5.818,14.187,0.142,0.016,0.059,0.104,0.104310082,0
6466,0.48,6.645,6.998,0.087,0.024,-0.001,0.112,0.104310082,0
6467,2.408,5.293,2.677,0.082,0.163,0.067,0.104,0.104310082,0
6468,7.487,7.261,-1.333,-0.001,0.092,0.035,0.126,0.104310082,0
6469,5.157,2.62,2.285,-0.103,0.132,0.084,0.121,0.104310082,0
6470,2.581,2.048,4.599,-0.013,0.047,0.224,0.134,0.104310082,0
6471,6.082,1.523,16.21,0.123,0.064,-0.104,0.14,0.104310082,0
6472,5.506,5.687,10.976,0.008,-0.137,-0.088,0.171,0.104310082,0
6473,4.728,0.134,2.01,0.115,0.129,0.054,0.153,0.104310082,0
6474,11.27,8.099,-2.107,-0.065,0.187,0.041,0.17,0.104310082,0
6475,11.732,12.202,-1.138,0.07,0.229,0.077,0.181,0.104310082,0
6476,1.125,2.229,3.222,0.147,0.213,0.163,0.066,0.104310082,0
6477,0.693,3.195,2.424,-0.064,-0.073,-0.071,-0.004,0.104735392,0
6478,11.28,-5.966,24.132,0.079,-0.084,0.194,0.151,0.104735392,0
6479,0.617,0.704,10.364,-0.164,-0.25,-0.002,0.162,0.104735392,0
6480,4.981,8.262,-0.868,-0.096,0.157,-0.185,0.147,0.104735392,0
6481,10.57,-1.329,-5.226,0.02,0.098,0.194,0.128,0.104735392,0
6482,3.502,-5.443,-4.34,0,-0.362,-0.255,0.131,0.104735392,0
6483,-0.348,14.048,5.43,-0.078,0.161,-0.204,0.131,0.104735392,0
6484,8.723,6.336,17.916,0.13,0.202,0.446,0.108,0.104735392,0
6485,3.581,0.773,14.37,0.009,-0.158,0.249,0.105,0.104735392,0
6486,0.192,9.152,2.262,-0.061,-0.042,-0.249,0.098,0.104735392,0
6487,0.023,10.492,-2.616,0.027,0.261,0.054,0.109,0.104735392,0
6488,8.381,-6.934,-1.303,0.058,-0.235,0.101,0.112,0.104735392,0
6489,-0.369,3.346,-1.042,0.224,-0.232,0.026,0.074,0.104735392,0
6490,6.012,21.1,12.067,-0.114,0.31,0.08,0.09,0.104735392,0
6491,7.038,-7.112,18.665,0.086,-0.037,0.319,0.099,0.104735392,0
6492,-1.104,0.164,5.338,-0.198,-0.16,-0.122,0.093,0.104735392,0
6493,8.237,10.042,-2.527,0.043,0.115,-0.186,0.092,0.104735392,0
6494,14.307,2.74,-1.791,-0.044,-0.068,-0.006,0.102,0.104735392,0
6495,8.984,1.687,-3.012,0.055,-0.38,-0.143,0.117,0.104735392,0
6496,8.116,27.98,3.795,-0.12,0.069,-0.083,0.09,0.104735392,0
6497,13.117,6.539,22.644,0.038,0.108,0.187,0.101,0.104735392,0
6498,4.859,2.435,13.666,-0.137,-0.234,-0.001,0.079,0.104735392,0
6499,1.752,4.308,5.063,0.037,-0.119,-0.118,0.087,0.104735392,0
6500,5.2,4.635,-6.104,-0.025,0.17,-0.099,0.094,0.104735392,0
6501,12.564,-6.659,-1.485,-0.078,0.003,0.094,0.095,0.104735392,0
6502,-1.292,4.521,-0.3,0.057,-0.241,0.055,0.092,0.104735392,0
6503,4.253,18.618,9.047,-0.084,0.123,-0.113,0.096,0.104735392,0
6504,7.232,3.222,17.349,0.1,-0.329,0.01,0.097,0.104735392,0
6505,-2.194,6.286,6.38,-0.046,-0.158,-0.094,0.111,0.104735392,0
6506,2.003,12.184,-1.198,-0.11,0.103,-0.243,0.087,0.104735392,0
6507,7.145,0.343,-2.267,-0.106,-0.118,0.031,0.084,0.104735392,0
6508,3.139,-4.309,-2.527,0.072,-0.319,-0.084,0.089,0.104735392,0
6509,3.255,14.024,6.522,-0.017,0.038,-0.192,0.091,0.104735392,0
6510,7.459,-1.564,18.376,0.034,0.22,0.31,0.104,0.104735392,0
6511,3.728,1.18,11.572,-0.261,-0.153,-0.054,0.08,0.104735392,0
6512,6.985,5.561,1.034,0.019,0.04,-0.163,0.084,0.104735392,0
6513,10.643,8.506,-3.717,-0.062,0.058,-0.033,0.087,0.104735392,0
6514,15.395,-1.122,0.825,0.021,-0.183,0.003,0.071,0.104735392,0
6515,5.973,15.194,3.299,0.094,-0.075,-0.212,0.088,0.104735392,0
6516,11.156,17.804,16.277,-0.021,0.166,0.178,0.073,0.104735392,0
6517,10.136,4.874,18.7,0.09,-0.202,0.074,0.067,0.104735392,0
6518,1.157,4.688,6.672,0.012,-0.195,-0.072,0.08,0.104735392,0
6519,4.445,3.944,-1.148,-0.014,-0.055,-0.14,0.091,0.104735392,0
6520,8.339,-4.461,-2.444,-0.059,0.046,0.043,0.094,0.104735392,0
6521,2.076,0.35,-3.887,0.09,-0.16,0.086,0.102,0.104735392,0
6522,2.833,13.361,8.568,0.023,0.121,-0.04,0.087,0.104735392,0
6523,5.947,2.716,15.473,-0.002,0.001,0.12,0.092,0.104735392,0
6524,2.349,6.396,12.248,-0.137,-0.182,-0.041,0.099,0.104735392,0
6525,2.159,11.054,4.611,0.002,0.039,-0.086,0.086,0.104735392,0
6526,1.444,6.733,-1.809,-0.042,0.092,0.022,0.105,0.104735392,0
6527,6.731,-3.942,-0.915,-0.016,-0.164,-0.008,0.113,0.104735392,0
6528,0.579,5.827,2.123,-0.021,0.004,-0.02,0.096,0.104735392,0
6529,6.965,8.379,15.237,-0.055,0.098,-0.033,0.117,0.104735392,0
6530,5.312,0.472,16.156,-0.037,-0.211,0,0.123,0.104735392,0
6531,2.398,3.423,4.108,-0.029,-0.144,-0.142,0.096,0.104735392,0
6532,6.493,9.809,-0.93,-0.089,0.117,-0.1,0.099,0.104735392,0
6533,13.1,4.101,-3.845,-0.041,-0.08,-0.026,0.098,0.104735392,0
6534,8.543,5.58,0.117,0.103,-0.008,-0.016,0.114,0.104735392,0
6535,7.886,22.463,10.91,0.011,0.172,0.106,0.106,0.104735392,0
6536,11.13,3.846,18.915,-0.113,0.05,0.095,0.088,0.104735392,0
6537,5.446,4.461,11.431,-0.173,-0.296,-0.17,0.097,0.104735392,0
6538,3.757,3.138,1.234,-0.021,-0.046,-0.122,0.088,0.104735392,0
6539,7.023,-0.172,-4.261,-0.005,0.058,0.041,0.083,0.104735392,0
6540,5.793,0.208,-4.911,-0.083,-0.1,-0.026,0.086,0.104735392,0
6541,2.908,5.698,1.565,0.007,-0.097,-0.026,0.091,0.104735392,0
6542,5.22,7.338,13.614,-0.052,0.005,-0.092,0.092,0.104735392,0
6543,5.037,11.122,13.611,-0.003,-0.238,-0.03,0.097,0.104735392,0
6544,0.27,4.754,6.302,-0.034,-0.065,-0.084,0.099,0.104735392,0
6545,-0.045,4.943,-1.648,-0.049,0.149,0.005,0.097,0.104735392,0
6546,8.285,1.795,-2.794,-0.054,-0.044,-0.082,0.103,0.104735392,0
6547,1.735,2.68,-0.077,0.075,-0.19,-0.144,0.1,0.104735392,0
6548,3.823,8.866,10.94,-0.057,0.039,0.005,0.098,0.104735392,0
6549,8.663,-1.545,17.503,-0.058,-0.103,0.037,0.093,0.104735392,0
6550,2.333,1.42,8.76,-0.133,-0.281,-0.173,0.084,0.104735392,0
6551,7.386,3.747,0.893,0.014,-0.014,-0.146,0.097,0.104735392,0
6552,13.004,6.619,-5.29,-0.045,0.009,-0.096,0.099,0.104735392,0
6553,12.909,5.322,-4.039,-0.019,-0.104,-0.039,0.08,0.104735392,0
6554,8.574,17.823,7.521,0.039,0.01,-0.029,0.084,0.104735392,0
6555,10.062,14.528,20.554,-0.017,0.039,0.069,0.08,0.104735392,0
6556,9.381,6.033,16.719,-0.067,-0.253,-0.183,0.074,0.104735392,0
6557,3.472,-1.898,1.758,-0.015,-0.033,-0.015,0.064,0.104735392,0
6558,5.498,2.674,-4.769,-0.118,-0.013,-0.129,0.076,0.104735392,0
6559,9.392,2.858,-3.614,0,-0.106,-0.062,0.075,0.104735392,0
6560,3.46,2.929,3.076,0.006,-0.11,-0.148,0.075,0.104735392,0
6561,4.467,6.46,11.735,-0.168,0.007,-0.067,0.084,0.104735392,0
6562,5.273,6.847,13.406,-0.329,0.055,-0.069,0.073,0.104735392,0
6563,1.908,6.021,7.53,-0.173,-0.255,-0.191,0.071,0.104735392,0
6564,1.656,4.408,2.595,-0.129,-0.148,-0.201,0.078,0.104735392,0
6565,5.307,5.796,-1.222,-0.033,-0.065,-0.121,0.089,0.104735392,0
6566,6.109,3.384,2,-0.062,-0.239,-0.202,0.115,0.104735392,0
6567,2.319,2.979,6.151,-0.19,-0.001,0.049,0.084,0.104735392,0
6568,7.551,1.128,15.732,-0.147,-0.075,0.009,0.082,0.104735392,0
6569,6.772,5.884,11.337,0,-0.275,-0.213,0.102,0.104735392,0
6570,5.634,2.031,0.967,-0.029,-0.2,-0.187,0.099,0.104735392,0
6571,9.6,6.227,-1.077,-0.066,-0.068,-0.073,0.108,0.104735392,0
6572,12.551,8.073,1.839,-0.119,-0.116,-0.188,0.108,0.104735392,0
6573,10.428,10.092,3.977,-0.1,-0.018,-0.005,0.106,0.104735392,0
6574,9.351,13.534,14.489,-0.085,0.049,0.12,0.086,0.104735392,0
6575,10.514,6.871,16.388,0.081,-0.112,-0.202,0.098,0.104735392,0
6576,4.915,4.45,8.057,-0.054,-0.182,-0.113,0.087,0.104735392,0
6577,4.878,3.322,1.765,0.011,-0.184,-0.08,0.101,0.104735392,0
6578,9.327,3.616,-1.554,0.022,0.02,-0.068,0.112,0.104735392,0
6579,5.092,0.925,0.822,0.003,-0.022,0.008,0.101,0.104735392,0
6580,4.201,1.792,4.027,-0.124,0.081,0.034,0.12,0.104735392,0
6581,7.358,7.164,15.39,-0.037,-0.01,-0.078,0.134,0.104735392,0
6582,3.855,12.199,11.201,0.285,-0.201,-0.018,0.178,0.104735392,0
6583,-0.036,5.622,4.417,-0.051,0,-0.019,0.147,0.104735392,0
6584,3.887,8.173,0.161,-0.045,-0.032,0.005,0.182,0.104735392,0
6585,6.644,7.931,-1.149,-0.046,-0.337,-0.057,0.174,0.104735392,0
6586,-1.17,-0.815,0.704,0.043,0.094,0.078,0.094,0.104735392,0
6587,0.587,3.238,3.095,0.044,0.027,0.042,-0.005,0.105160702,0
6588,0.972,8.208,-1.942,-0.011,0.002,-0.187,0.184,0.105160702,0
6589,2.13,9.65,-3.793,0.081,0.372,0.042,0.155,0.105160702,0
6590,9.151,-6.565,-0.697,0.089,-0.083,0.332,0.171,0.105160702,0
6591,-1.986,5.934,-1.393,0.014,-0.167,-0.405,0.144,0.105160702,0
6592,7.084,16.984,12.181,0.079,0.184,-0.13,0.153,0.105160702,0
6593,7.689,-8.447,18.754,-0.149,0.247,0.187,0.114,0.105160702,0
6594,1.778,0.386,6.569,-0.225,-0.041,-0.055,0.122,0.105160702,0
6595,9.951,10.761,-2.853,0.149,0.258,-0.039,0.1,0.105160702,0
6596,14.139,3.015,-3.222,-0.06,0.087,0.161,0.1,0.105160702,0
6597,11.537,-0.552,-2.51,0.114,-0.19,-0.263,0.096,0.105160702,0
6598,6.803,31.209,5.079,0.124,0.173,0.044,0.094,0.105160702,0
6599,14.494,3.864,21.351,0.081,0.264,0.347,0.085,0.105160702,0
6600,5.775,-0.113,16.923,0.069,-0.086,0.281,0.08,0.105160702,0
6601,3.657,3.584,4.925,0.041,-0.126,-0.16,0.071,0.105160702,0
6602,6.417,3.106,-4.913,0.029,0.216,-0.136,0.061,0.105160702,0
6603,10.324,-8.687,-2.463,-0.091,-0.126,0.051,0.093,0.105160702,0
6604,-0.214,4.478,-1.216,0.195,-0.131,0.216,0.088,0.105160702,0
6605,6.788,20.103,12.523,0.018,0.192,-0.153,0.112,0.105160702,0
6606,7.383,2.207,18.8,0.34,-0.397,0.165,0.102,0.105160702,0
6607,-3.002,6.647,6.105,-0.073,-0.18,-0.145,0.093,0.105160702,0
6608,1.931,12.925,-0.657,-0.012,0.197,-0.246,0.109,0.105160702,0
6609,7.587,-1.118,0.785,-0.056,0.037,0.188,0.099,0.105160702,0
6610,2.806,-5.585,-0.62,-0.019,-0.178,0.011,0.096,0.105160702,0
6611,3.985,16.448,6.261,-0.131,0.244,-0.127,0.109,0.105160702,0
6612,10.143,-2.902,18.141,-0.017,0.101,0.178,0.103,0.105160702,0
6613,3.165,1.321,12.339,-0.335,-0.38,-0.276,0.089,0.105160702,0
6614,6.811,6.363,0.273,-0.017,-0.005,-0.195,0.1,0.105160702,0
6615,11.177,7.165,-3.246,-0.08,0.098,0.044,0.092,0.105160702,0
6616,14.688,-1.458,-0.527,0.065,-0.256,-0.003,0.08,0.105160702,0
6617,7.082,17.155,3.44,-0.08,-0.028,-0.187,0.112,0.105160702,0
6618,11.679,16.7,16.85,-0.285,0.127,-0.162,0.081,0.105160702,0
6619,8.641,1.854,18.794,-0.03,-0.286,0.002,0.07,0.105160702,0
6620,1.315,6.817,7.306,-0.064,-0.177,-0.022,0.088,0.105160702,0
6621,3.258,6.715,-3.217,-0.064,0.001,-0.189,0.085,0.105160702,0
6622,10.378,-4.53,-3.644,-0.065,-0.187,-0.274,0.083,0.105160702,0
6623,0.873,-1.189,-5.448,-0.123,-0.295,-0.306,0.074,0.105160702,0
6624,3.176,13.871,7.306,-0.125,0.171,-0.109,0.109,0.105160702,0
6625,8.207,1.724,19.056,-0.149,-0.044,0.105,0.083,0.105160702,0
6626,0.497,6.8,9.195,-0.143,-0.45,-0.242,0.083,0.105160702,0
6627,2.332,12.068,2.067,-0.019,-0.036,-0.234,0.085,0.105160702,0
6628,4.101,4.661,-2.421,-0.028,0.139,0.012,0.077,0.105160702,0
6629,7.029,-5.235,-4.262,-0.024,-0.153,-0.05,0.084,0.105160702,0
