time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
8398,12.595,1.484,-4.05,-0.022,0.018,0.129,0.1,0.083267122,0
8399,9.256,2.3,-5.33,-0.016,-0.07,0.039,0.095,0.083267122,0
8400,7.758,19.052,6.251,-0.007,-0.078,0.011,0.107,0.083267122,0
8401,12.488,4.688,18.965,0.02,-0.029,-0.035,0.106,0.083267122,0
8402,7.439,5.524,14.824,-0.094,0.013,-0.128,0.101,0.083267122,0
8403,5.644,1.84,3.428,0.008,0.016,0.023,0.086,0.083267122,0
8404,8.724,1.933,-6.643,-0.008,0.027,0.027,0.087,0.083267122,0
8405,11.205,-1.705,-7.426,-0.095,-0.063,0.052,0.09,0.083267122,0
8406,2.364,4.558,-2.015,-0.054,-0.079,0.023,0.102,0.083267122,0
8407,6.515,13.613,13.144,-0.015,-0.031,0.005,0.09,0.083267122,0
8408,9.675,6.711,19.495,0.01,-0.075,-0.061,0.095,0.083267122,0
8409,-1.517,6.886,7.019,-0.093,-0.001,-0.159,0.115,0.083267122,0
8410,3.082,4.952,-3.07,-0.035,0.062,-0.03,0.108,0.083267122,0
8411,7.668,-1.35,-8.755,-0.117,-0.065,-0.106,0.119,0.083267122,0
8412,2.745,-0.291,-6.648,-0.008,-0.072,-0.003,0.104,0.083267122,0
8413,2.658,8.297,3.608,-0.044,-0.107,-0.025,0.099,0.083267122,0
8414,10.442,2.851,18.272,0.022,-0.071,-0.023,0.133,0.083267122,0
8415,6.627,6.208,13.732,-0.096,-0.046,-0.161,0.1,0.083267122,0
8416,5.355,2.941,2.672,-0.097,-0.056,-0.046,0.088,0.083267122,0
8417,10.638,6.509,-9.392,-0.104,-0.056,0.014,0.093,0.083267122,0
8418,13.649,2.533,-10.391,-0.076,-0.084,0.044,0.107,0.083267122,0
8419,6.636,7.31,2.081,-0.021,-0.124,-0.023,0.087,0.083267122,0
8420,8.336,15.24,16.882,0.005,-0.108,-0.123,0.11,0.083267122,0
8421,14.94,5.355,21.722,-0.011,-0.081,-0.096,0.084,0.083267122,0
8422,3.241,1.031,3.374,-0.192,0.018,-0.197,0.089,0.083267122,0
8423,7.667,-0.509,-7.723,-0.113,-0.043,-0.09,0.084,0.083267122,0
8424,11.396,4.346,-7.787,-0.169,-0.167,-0.145,0.088,0.083267122,0
8425,5.11,3.279,-2.085,-0.067,-0.129,0.017,0.093,0.083267122,0
8426,5.828,4.785,6.342,-0.04,-0.154,-0.03,0.085,0.083267122,0
8427,10.307,9.126,12.85,0.026,-0.088,-0.084,0.096,0.083267122,0
8428,6.939,8.232,12.232,-0.228,-0.136,-0.213,0.086,0.083267122,0
8429,0.699,2.013,1.89,-0.12,-0.114,-0.146,0.118,0.083267122,0
8430,6.017,4.35,-7.302,0.05,0.063,0.072,0.129,0.083267122,0
8431,7.132,5.133,-4.366,0.043,-0.01,0.09,0.128,0.083267122,0
8432,-0.265,0.801,1.95,0.007,-0.053,0.07,0.102,0.083267122,0
8433,3.307,4.794,10.09,-0.021,0.039,-0.019,0.116,0.083267122,0
8434,9.124,2.447,13.339,0.047,0.104,-0.068,0.102,0.083267122,0
8435,2.589,4.361,4.159,-0.207,0.032,-0.237,0.129,0.083267122,0
8436,7.295,4.758,-2.98,-0.033,-0.072,-0.096,0.103,0.083267122,0
8437,13.382,6.171,-5.644,0.052,-0.054,0.085,0.136,0.083267122,0
8438,8.601,5.672,-3.365,0.085,-0.025,0.185,0.116,0.083267122,0
8439,6.854,7.596,7.011,0.066,-0.036,0.079,0.103,0.083267122,0
8440,13.677,4.687,17.415,-0.065,-0.008,-0.035,0.139,0.083267122,0
8441,10.279,6.858,13.907,-0.206,-0.047,-0.231,0.122,0.083267122,0
8442,3.114,-1.34,2.355,0.012,-0.035,-0.053,0.15,0.083267122,0
8443,8.617,4.168,-5.326,0.014,-0.069,-0.097,0.146,0.083267122,0
8444,9.17,3.572,-4.097,0.024,0.081,0.184,0.157,0.083267122,0
8445,3.541,2.025,-0.455,-0.055,0.051,0.16,0.156,0.083267122,0
8446,6.25,7.627,9.916,0.173,-0.022,-0.021,0.165,0.083267122,0
8447,10.109,9.159,15.124,0.019,-0.079,-0.302,0.189,0.083267122,0
8448,0.35,5.448,6.018,-0.017,0.068,-0.223,0.187,0.083267122,0
8449,1.802,3.329,0.598,0.062,0.062,0.06,0.224,0.083267122,0
8450,3.403,2.807,0.731,0.095,0.124,0.076,0.138,0.083267122,0
8451,1.27,2.125,-2.38,0.078,0.08,0.079,-0.004,0.083267122,0
8452,0.391,1.466,0.439,0.065,0.037,0.054,-0.004,0.083723152,0
8453,1.244,1.274,-0.081,0.012,0.006,0.024,-0.004,0.083723152,0
8454,8.318,-14.044,-2.553,0.065,-0.014,-0.087,0.211,0.083723152,0
8455,-1.856,2.583,-3.526,0.056,0.042,-0.048,0.201,0.083723152,0
8456,6.213,32.677,7.758,0.04,0.144,0.091,0.213,0.083723152,0
8457,9.966,-8.395,20.451,0.006,0.024,0.102,0.173,0.083723152,0
8458,1.134,-1.649,10.439,0.004,0.09,-0.093,0.174,0.083723152,0
8459,8.28,14.306,-5.747,-0.016,0.011,-0.026,0.169,0.083723152,0
8460,12.61,-1.887,-6.746,0.069,-0.011,0.016,0.155,0.083723152,0
8461,10.951,-7.226,-1.668,0.076,-0.068,0.053,0.147,0.083723152,0
8462,6.942,25.135,0.427,0.022,0.036,0.21,0.117,0.083723152,0
8463,14.318,8.196,20.39,-0.021,-0.108,0.156,0.1,0.083723152,0
8464,8.299,-4.668,21.614,0.137,0.078,0.048,0.087,0.083723152,0
8465,4.212,5.5,2.196,-0.082,-0.033,0.014,0.085,0.083723152,0
8466,7.774,7.915,-9.445,-0.065,0.101,0.029,0.09,0.083723152,0
8467,11.592,-7.084,-4.608,-0.026,0.014,-0.021,0.099,0.083723152,0
8468,0.132,2.239,-4.937,0.094,0.061,0.046,0.093,0.083723152,0
8469,6.393,25.308,5.857,0.091,-0.024,0.025,0.107,0.083723152,0
8470,10.464,-0.715,20.858,0.152,-0.025,0.12,0.099,0.083723152,0
8471,0.483,1.59,10.878,-0.119,-0.022,-0.106,0.101,0.083723152,0
8472,6.127,11.169,-3.706,-0.081,0.026,0.035,0.101,0.083723152,0
8473,5.643,0.103,-4.706,0.002,0.026,-0.006,0.104,0.083723152,0
8474,5.862,-12.493,-4.863,0.22,-0.006,-0.029,0.104,0.083723152,0
8475,-0.408,13.048,-2.99,0.043,0.011,0.004,0.127,0.083723152,0
8476,8.35,9.082,12.897,-0.071,-0.076,0.061,0.1,0.083723152,0
8477,8.223,-1.31,21.267,0.124,-0.07,-0.044,0.107,0.083723152,0
8478,3.836,6.364,4.735,-0.02,0.028,0.027,0.126,0.083723152,0
8479,7.469,14.998,-8.98,-0.103,0.037,-0.079,0.126,0.083723152,0
8480,14.437,-3.896,-1.693,0.002,0.046,0.009,0.115,0.083723152,0
8481,4.006,2.806,-2.997,0.089,-0.009,-0.022,0.099,0.083723152,0
8482,9.877,26.623,5.582,0.062,-0.006,0.037,0.098,0.083723152,0
8483,14.606,-5.268,22.012,0.015,-0.057,-0.02,0.085,0.083723152,0
8484,5.224,-2.191,12.713,-0.191,0.029,-0.12,0.087,0.083723152,0
8485,7.87,7.564,-0.507,-0.111,-0.076,-0.052,0.108,0.083723152,0
8486,10.94,0.279,-7.918,-0.024,-0.055,0.021,0.108,0.083723152,0
8487,8.984,-5.737,-4.406,0.063,-0.132,-0.057,0.09,0.083723152,0
8488,2.01,13.169,-1.66,0.01,-0.13,-0.049,0.095,0.083723152,0
8489,9.433,12.389,14.651,-0.128,-0.189,-0.101,0.094,0.083723152,0
8490,8.023,4.604,19.494,-0.054,-0.11,-0.148,0.092,0.083723152,0
8491,-0.029,4.165,3.228,-0.117,-0.122,-0.14,0.08,0.083723152,0
8492,1.831,7.3,-5.625,-0.062,0.024,-0.081,0.088,0.083723152,0
8493,9.33,-3.601,-3.446,-0.039,-0.061,-0.101,0.091,0.083723152,0
8494,-0.969,-2.411,-5.055,-0.086,-0.084,-0.086,0.085,0.083723152,0
8495,4.518,13.799,4.628,-0.176,-0.199,-0.14,0.086,0.083723152,0
8496,9.333,-3.681,18.794,-0.148,-0.159,-0.12,0.081,0.083723152,0
8497,3.401,3.315,10.737,-0.257,-0.14,-0.235,0.092,0.083723152,0
8498,8.739,9.305,-3.648,-0.094,-0.108,-0.146,0.079,0.083723152,0
8499,11.527,3.414,-5.908,-0.068,-0.144,-0.055,0.091,0.083723152,0
8500,11.483,-2.201,-5.017,0.191,0.019,0.235,0.085,0.083723152,0
8501,4.962,14.49,-0.417,-0.073,-0.101,-0.012,0.09,0.083723152,0
8502,9.704,10.312,13.936,-0.064,-0.029,-0.042,0.089,0.083723152,0
8503,13.128,2.283,19.84,-0.008,-0.183,-0.078,0.091,0.083723152,0
8504,2.176,4.636,6.021,0.09,0.111,0.039,0.09,0.083723152,0
8505,7.87,4.716,-5.983,-0.009,0.085,0.049,0.092,0.083723152,0
8506,10.504,-3.71,-5.849,0.05,0.08,0.07,0.109,0.083723152,0
8507,4.893,1.065,-7.365,-0.047,-0.065,0.031,0.125,0.083723152,0
8508,5.499,16.461,3.159,0.04,-0.075,0.011,0.116,0.083723152,0
8509,9.129,1.704,16.906,-0.011,-0.052,-0.019,0.112,0.083723152,0
8510,4.924,6.837,12.002,0.005,0.031,0.001,0.104,0.083723152,0
8511,3.339,6.735,1.412,0.035,0.013,0.061,0.095,0.083723152,0
8512,5.199,3.712,-5.976,0.003,0.043,0.027,0.097,0.083723152,0
8513,6.149,-5.226,-6.749,-0.088,-0.077,0.014,0.101,0.083723152,0
8514,1.858,5.807,-2.584,0.023,0.033,0.113,0.099,0.083723152,0
8515,5.654,9.347,11.022,-0.127,-0.034,-0.054,0.121,0.083723152,0
8516,9.643,6.233,17.315,0.042,0.007,-0.057,0.098,0.083723152,0
8517,1.23,2.262,4.89,0.007,0.053,-0.003,0.089,0.083723152,0
8518,7.511,7.329,-4.523,0.009,0.041,0.015,0.115,0.083723152,0
8519,13.758,3.42,-7.619,-0.152,-0.085,-0.042,0.112,0.083723152,0
8520,6.7,4.429,-4.796,-0.038,-0.087,0.006,0.085,0.083723152,0
8521,8.088,15.706,8.174,0.061,-0.016,0.022,0.088,0.083723152,0
8522,14.115,4.366,19.451,0.099,0.076,0.014,0.089,0.083723152,0
8523,6.935,4.065,10.663,-0.027,0.106,-0.064,0.1,0.083723152,0
8524,5.652,-0.379,-0.555,0.017,0.04,0.04,0.114,0.083723152,0
8525,10.631,-1.815,-10.584,-0.112,-0.046,-0.001,0.094,0.083723152,0
8526,7.505,-0.226,-9.022,0.026,0.032,0.11,0.085,0.083723152,0
8527,3.541,5.864,-1.036,0.054,-0.077,0.071,0.106,0.083723152,0
8528,7.991,9.126,13.764,0.032,-0.04,-0.022,0.107,0.083723152,0
8529,8.188,10.09,17.648,0.002,0.027,-0.065,0.082,0.083723152,0
8530,-1.966,5.324,5.407,0.037,0.043,-0.056,0.099,0.083723152,0
8531,1.988,4.513,-8.626,-0.024,0.084,-0.065,0.085,0.083723152,0
8532,8.497,1.335,-10.773,-0.015,0.013,0.014,0.085,0.083723152,0
8533,0.567,0.403,-1.823,-0.01,-0.135,-0.012,0.086,0.083723152,0
8534,2.132,9.225,8.822,0.102,-0.06,0.023,0.097,0.083723152,0
8535,9.286,1.079,16.555,-0.048,0.016,-0.003,0.077,0.083723152,0
8536,3.651,2.526,6.101,-0.083,0.072,-0.14,0.086,0.083723152,0
8537,3.845,3.663,-4.439,-0.047,-0.003,-0.061,0.105,0.083723152,0
8538,11.583,7.309,-10.027,-0.007,0.023,0.02,0.099,0.083723152,0
8539,10.782,6.888,-3.637,0.028,-0.064,0.072,0.111,0.083723152,0
8540,5.303,6.383,5.984,0.066,0.005,0.123,0.105,0.083723152,0
8541,9.134,8.521,16.945,0.108,0.056,0.08,0.088,0.083723152,0
8542,11.97,6.611,15.395,0.02,0.083,-0.06,0.092,0.083723152,0
8543,1.395,-0.487,2.274,-0.133,-0.01,-0.117,0.114,0.083723152,0
8544,6.919,4.78,-3.317,-0.016,0.019,-0.032,0.095,0.083723152,0
8545,10.737,6.125,-5.896,0.074,0.097,0.081,0.103,0.083723152,0
8546,2.828,4.096,-1.663,0.182,0.103,0.218,0.099,0.083723152,0
8547,3.922,7.905,5.058,0.085,0.049,0.142,0.115,0.083723152,0
8548,10.009,6.212,14.397,0.011,0.071,-0.023,0.109,0.083723152,0
8549,1.476,6.701,7.316,0.065,0.058,-0.118,0.101,0.083723152,0
8550,0.642,0.661,1.509,0.15,0.075,-0.005,0.117,0.083723152,0
8551,6.928,6.364,-6.258,0.142,0.13,0.171,0.113,0.083723152,0
8552,5.019,1.955,-4.013,0.046,0.099,0.245,0.138,0.083723152,0
8553,0.978,-0.508,0.437,0.097,0.056,0.173,0.141,0.083723152,0
8554,6.573,5.089,12.217,0.079,0.11,0.056,0.164,0.083723152,0
8555,9.599,6.692,14.026,0.045,0.118,0.058,0.145,0.083723152,0
8556,0.005,3.443,3.774,0.038,0.054,-0.115,0.161,0.083723152,0
8557,7.449,7.169,-2.792,0.098,0.042,0.105,0.169,0.083723152,0
8558,13.145,7.229,-4.281,-0.047,-0.021,0.12,0.154,0.083723152,0
8559,5.635,6.086,-1.863,0.081,0.026,0.152,0.218,0.083723152,0
8560,7.73,4.53,7.87,0.007,-0.004,0.044,0.167,0.083723152,0
8561,12.011,7.128,18.247,-0.034,-0.006,-0.031,0.2,0.083723152,0
8562,0.286,-1.037,-1.243,0.031,-0.036,-0.04,0.11,0.083723152,0
8563,0.186,-0.504,0.267,0,0.022,0.011,-0.004,0.083723152,0
8564,-0.463,0.763,1.876,0.068,0.052,0.061,-0.005,0.084175456,0
8565,0.695,2.2,0.216,0.023,0.01,0.005,-0.004,0.084175456,0
8566,-1.972,3.185,4.959,-0.013,0.122,-0.137,0.182,0.084175456,0
8567,4.341,15.31,-8.454,0.054,0.175,0.044,0.215,0.084175456,0
8568,7.124,-10.292,-3.953,0.049,0.053,-0.072,0.208,0.084175456,0
8569,3.072,-10.065,-3.722,0.219,0.054,0.094,0.207,0.084175456,0
8570,2.917,25.531,1.18,-0.021,-0.015,0.116,0.18,0.084175456,0
8571,11.105,-3.798,20.094,0.179,-0.008,0.055,0.16,0.084175456,0
8572,6.533,-3.353,16.946,-0.05,0.039,-0.046,0.167,0.084175456,0
8573,8.409,12.195,-1.406,-0.062,0.022,-0.054,0.138,0.084175456,0
8574,7.379,7.587,-9.467,-0.069,-0.051,-0.043,0.113,0.084175456,0
8575,13.634,-8.576,-2.445,0.069,-0.088,0.205,0.122,0.084175456,0
8576,5.232,17.414,-1.877,0.018,-0.004,0.025,0.117,0.084175456,0
8577,12.254,23.927,14.732,-0.178,0.071,-0.055,0.105,0.084175456,0
8578,12.995,-8.261,23.847,-0.024,-0.133,-0.172,0.089,0.084175456,0
8579,2.208,2.303,8.512,-0.184,0.022,-0.241,0.103,0.084175456,0
8580,9.654,8.847,-5.562,-0.135,-0.001,0.024,0.092,0.084175456,0
8581,12.785,-2.802,-6.412,-0.024,-0.039,-0.019,0.111,0.084175456,0
8582,6.821,-5.16,-4.601,0.089,-0.059,-0.091,0.105,0.084175456,0
8583,4.688,21.889,0.546,-0.044,-0.011,0.009,0.101,0.084175456,0
8584,11.703,3.841,17.291,-0.135,-0.183,-0.036,0.09,0.084175456,0
8585,5.718,-2.181,19.1,-0.001,-0.115,-0.091,0.102,0.084175456,0
8586,2.202,7.954,1.71,-0.018,-0.049,-0.049,0.117,0.084175456,0
8587,3.114,8.603,-7.947,0.018,0.108,-0.022,0.135,0.084175456,0
8588,8.597,-12.03,-1.814,0.028,-0.021,-0.046,0.113,0.084175456,0
8589,-0.26,3.857,-2.135,-0.012,0.079,0.085,0.111,0.084175456,0
8590,6.802,22.222,6.806,-0.186,-0.091,-0.098,0.115,0.084175456,0
8591,10.924,-3.448,20.52,0.043,-0.11,-0.071,0.122,0.084175456,0
8592,-2.25,0.543,8.59,-0.087,0.002,-0.277,0.115,0.084175456,0
8593,8.362,13.733,-5.949,-0.006,0.077,0.03,0.114,0.084175456,0
8594,13.484,-1.372,-5.379,-0.101,-0.097,-0.016,0.114,0.084175456,0
8595,9.017,-2.36,-4.801,0.043,-0.053,0.021,0.096,0.084175456,0
8596,7.425,26.495,2.53,-0.079,-0.112,-0.082,0.091,0.084175456,0
8597,11.765,2.604,19.417,-0.002,-0.131,-0.066,0.081,0.084175456,0
8598,8.884,-1.202,18.494,-0.116,-0.071,-0.102,0.092,0.084175456,0
8599,5.641,3.525,2.037,0.009,0.027,0.041,0.088,0.084175456,0
8600,8.402,4.394,-8.746,-0.042,0.028,-0.003,0.083,0.084175456,0
8601,10.61,-6.581,-4.44,-0.033,-0.075,0.024,0.092,0.084175456,0
8602,2.572,6.25,-2.093,-0.136,-0.161,-0.043,0.094,0.084175456,0
8603,6.36,21.079,8.801,-0.129,-0.1,-0.096,0.086,0.084175456,0
8604,9.757,1.661,20.122,-0.004,-0.107,-0.107,0.074,0.084175456,0
8605,-1.008,4.372,8.405,-0.095,0.032,-0.164,0.09,0.084175456,0
8606,3.32,8.743,-4.153,-0.083,0.051,-0.054,0.088,0.084175456,0
8607,6.638,-1.882,-7.978,-0.032,-0.019,-0.089,0.087,0.084175456,0
8608,2.323,-4.989,-6.824,-0.005,-0.137,-0.081,0.098,0.084175456,0
8609,1.933,13.205,0.903,-0.058,-0.129,-0.053,0.086,0.084175456,0
8610,7.995,0.317,15.004,-0.025,-0.097,-0.059,0.101,0.084175456,0
8611,6.709,3.974,14.667,-0.097,0.002,-0.087,0.091,0.084175456,0
8612,6.484,6.625,0.901,-0.063,-0.015,-0.073,0.086,0.084175456,0
8613,7.561,7.492,-5.737,-0.049,0,-0.024,0.09,0.084175456,0
8614,14.462,-0.657,-5.868,0.037,-0.043,0.062,0.106,0.084175456,0
8615,4.857,7.622,-2.477,-0.073,-0.068,-0.042,0.113,0.084175456,0
8616,8.86,18.401,11.462,-0.132,-0.069,-0.117,0.109,0.084175456,0
8617,12.428,-1.493,22.311,0.061,-0.056,-0.063,0.098,0.084175456,0
8618,3.998,4.967,8.301,-0.16,0.061,-0.161,0.11,0.084175456,0
8619,7.318,7.141,-0.642,-0.044,-0.07,-0.08,0.097,0.084175456,0
8620,11.1,-1.714,-7.72,-0.033,-0.06,-0.064,0.102,0.084175456,0
8621,6.159,-3.221,-8.019,-0.02,-0.091,-0.006,0.122,0.084175456,0
8622,3.62,12.067,-0.762,-0.092,-0.125,0.003,0.124,0.084175456,0
8623,9.003,7.283,17.861,0.061,-0.063,0.048,0.11,0.084175456,0
8624,6.934,10.031,16.277,-0.051,-0.077,-0.016,0.083,0.084175456,0
8625,0.918,4.238,4.67,-0.057,-0.076,-0.068,0.097,0.084175456,0
8626,2.778,3.908,-7.022,-0.063,-0.042,-0.064,0.11,0.084175456,0
8627,8.301,-3.772,-6.211,-0.027,-0.033,0.018,0.102,0.084175456,0
8628,0.398,1.465,-3.277,-0.035,-0.022,0.047,0.105,0.084175456,0
8629,4.335,11.504,12.347,-0.104,0.024,-0.022,0.109,0.084175456,0
8630,8.556,2.668,18.42,-0.042,-0.05,-0.096,0.092,0.084175456,0
8631,1.012,2.971,7.351,-0.115,0,-0.232,0.084,0.084175456,0
8632,6.124,7.587,-2.408,-0.115,-0.107,-0.091,0.102,0.084175456,0
8633,13.383,2.706,-6.6,-0.06,-0.035,0.087,0.102,0.084175456,0
8634,8.162,3.965,-6.574,-0.008,-0.084,0.049,0.122,0.084175456,0
8635,7.252,13.612,6.424,0.022,-0.033,0.017,0.101,0.084175456,0
8636,14.36,4.504,22.668,0.042,-0.05,-0.072,0.091,0.084175456,0
8637,9.051,7.517,14.496,-0.073,-0.025,-0.119,0.09,0.084175456,0
8638,4.962,1.904,3.081,-0.044,-0.035,-0.056,0.092,0.084175456,0
8639,8.357,-0.049,-7.399,0,0.045,0.097,0.09,0.084175456,0
8640,9.276,-0.38,-10.38,0,0.054,0.113,0.098,0.084175456,0
8641,1.71,5.849,-1.036,0.093,0.064,0.141,0.102,0.084175456,0
8642,6.035,14.188,13.132,0.008,-0.003,-0.037,0.083,0.084175456,0
8643,10.593,6.937,18.542,-0.004,-0.086,-0.103,0.077,0.084175456,0
8644,0.952,2.454,7.386,-0.092,0.055,-0.177,0.084,0.084175456,0
8645,1.935,2.67,-3.899,-0.116,-0.043,-0.123,0.095,0.084175456,0
8646,8.772,3.85,-10.773,-0.123,-0.045,0.006,0.093,0.084175456,0
8647,4.145,2.898,-3.345,-0.148,-0.146,-0.022,0.079,0.084175456,0
8648,3.031,7.194,5.868,-0.015,-0.09,-0.002,0.092,0.084175456,0
8649,8.682,8.05,17.14,0.081,-0.087,-0.08,0.083,0.084175456,0
8650,8.803,4.87,11.615,0.011,0.062,-0.145,0.078,0.084175456,0
8651,2.61,-0.62,0.767,-0.124,-0.125,-0.176,0.103,0.084175456,0
8652,10.415,8.068,-8.559,-0.093,-0.044,-0.018,0.099,0.084175456,0
8653,13.824,7.822,-6.209,-0.099,-0.129,0.022,0.104,0.084175456,0
8654,5.53,7.218,1.865,-0.068,-0.042,0.051,0.102,0.084175456,0
8655,7.779,10.608,13.01,0.013,-0.117,-0.107,0.105,0.084175456,0
8656,12.92,5.214,17.685,0.005,-0.086,-0.139,0.113,0.084175456,0
8657,5.392,2.605,4.539,-0.16,0.02,-0.201,0.109,0.084175456,0
8658,6.804,-0.609,-3.032,0.004,-0.011,-0.129,0.113,0.084175456,0
8659,12.094,4.446,-5.124,-0.067,-0.109,-0.021,0.104,0.084175456,0
8660,4.659,4.032,-3.648,-0.016,-0.076,0.056,0.098,0.084175456,0
8661,4.027,4.559,2.855,0,-0.084,-0.067,0.107,0.084175456,0
8662,9.947,8.666,13.785,0.129,0.001,-0.046,0.101,0.084175456,0
8663,6.497,13.974,11.713,-0.053,-0.087,-0.209,0.134,0.084175456,0
8664,-2.206,2.975,1.72,-0.034,-0.062,-0.104,0.098,0.084175456,0
8665,5.552,4.133,-3.469,-0.072,-0.079,-0.047,0.117,0.084175456,0
8666,5.018,1.061,-3.86,-0.037,-0.018,0.137,0.137,0.084175456,0
8667,-0.44,-0.44,-0.821,-0.055,-0.047,0.053,0.136,0.084175456,0
8668,4.393,4.733,10.321,0.004,0.024,-0.081,0.145,0.084175456,0
8669,8.016,5.784,16.292,-0.072,-0.026,-0.201,0.172,0.084175456,0
8670,-0.263,4.568,5.601,-0.149,0.031,-0.237,0.168,0.084175456,0
8671,6.388,6.501,-1.236,-0.075,-0.146,-0.127,0.188,0.084175456,0
8672,14.81,6.541,-5.788,-0.005,-0.08,0.115,0.202,0.084175456,0
8673,5.999,5.067,-2.433,0.015,-0.13,0.129,0.198,0.084175456,0
8674,-0.371,1.561,0.173,-0.029,0.061,0.02,0.132,0.084175456,0
8675,-0.107,2.121,0.198,-0.109,-0.106,-0.118,-0.004,0.084175456,0
8676,0.066,-0.814,0.784,0.01,0.007,0.017,-0.004,0.084623556,0
8677,1.473,1.425,0.148,0.138,0.117,0.124,-0.004,0.084623556,0
8678,3.479,5.008,-1.767,0.018,0.184,0.072,0.196,0.084623556,0
8679,7.197,13.144,-10.706,0.006,0.151,0.054,0.201,0.084623556,0
8680,14.675,-10.877,-2.272,0.149,-0.014,0.026,0.19,0.084623556,0
8681,3.278,8.551,-2.218,0.171,0.126,0.058,0.198,0.084623556,0
8682,10.373,34.515,8.588,-0.093,0.15,0.169,0.178,0.084623556,0
8683,13.844,-6.54,24.782,0.007,-0.006,0.112,0.157,0.084623556,0
8684,3.619,-2.872,13.115,-0.055,0.091,-0.078,0.116,0.084623556,0
8685,8.743,8.74,-6.118,0.184,0.141,0.088,0.126,0.084623556,0
8686,10.498,-3.99,-8.66,0.127,0.076,-0.04,0.117,0.084623556,0
8687,7.801,-6.988,-5.154,0.186,0.043,0.089,0.106,0.084623556,0
8688,2.186,19.276,-0.418,-0.015,-0.01,0.016,0.088,0.084623556,0
8689,11.421,7.182,16.973,0.045,-0.114,0.07,0.098,0.084623556,0
8690,7.982,-0.575,21.968,0.025,0.019,0.05,0.103,0.084623556,0
8691,0.395,7.25,3.236,0.039,0.093,0.133,0.092,0.084623556,0
8692,1.43,8.349,-8.862,-0.11,0.01,-0.091,0.108,0.084623556,0
8693,7.131,-9.324,-3.117,0.06,0.073,-0.039,0.121,0.084623556,0
8694,-0.713,-0.308,-3.721,-0.007,0.014,-0.048,0.111,0.084623556,0
8695,6.138,23.163,5.56,0.017,0.095,0.038,0.106,0.084623556,0
8696,10.227,-7.6,21.276,0.008,0.005,0.001,0.092,0.084623556,0
8697,-1.248,-1.039,10.055,-0.027,0.092,-0.07,0.099,0.084623556,0
8698,8.831,14.844,-5.753,0.027,0.008,-0.011,0.124,0.084623556,0
8699,11.178,2.461,-5.452,0.087,-0.002,0.026,0.123,0.084623556,0
8700,11.509,-6.732,-3.699,0.108,-0.089,0.13,0.125,0.084623556,0
8701,5.71,19.995,0.864,0.015,-0.058,-0.021,0.127,0.084623556,0
8702,13.218,9.776,18.828,0.011,-0.128,0.039,0.121,0.084623556,0
8703,11.314,0.121,23.393,0.014,0.034,-0.077,0.122,0.084623556,0
8704,3.08,2.878,3.954,-0.054,0.016,0.056,0.12,0.084623556,0
8705,7.52,6.629,-8.409,-0.078,0.076,0.015,0.099,0.084623556,0
8706,13.161,-7.16,-4.087,0.017,0.017,0.021,0.099,0.084623556,0
8707,0.577,4.674,-3.817,0.054,0.024,-0.018,0.109,0.084623556,0
8708,5.814,22.231,6.477,-0.123,-0.193,-0.17,0.096,0.084623556,0
8709,12.061,-0.4,22.223,-0.04,-0.101,0.046,0.106,0.084623556,0
8710,1.481,4.313,9.812,-0.039,0.086,-0.101,0.095,0.084623556,0
8711,4.463,9.367,-4.045,-0.037,0.071,-0.041,0.101,0.084623556,0
8712,6.667,-0.046,-7.623,-0.078,-0.03,-0.092,0.102,0.084623556,0
8713,4.74,-6.795,-5.869,-0.056,-0.127,-0.077,0.099,0.084623556,0
8714,2.617,10.961,-1.801,0.07,0.012,0.087,0.09,0.084623556,0
8715,10.306,5.208,14.786,0.104,-0.019,0.133,0.098,0.084623556,0
8716,8.971,1.01,18.099,0.004,-0.006,-0.028,0.086,0.084623556,0
8717,4.773,5.095,0.98,0.033,0.089,0.063,0.096,0.084623556,0
8718,8.854,11.092,-6.92,-0.045,0.04,0.004,0.086,0.084623556,0
8719,13.624,-1.542,-5.557,-0.07,-0.125,-0.083,0.081,0.084623556,0
8720,5.282,7.57,-2.914,0,-0.049,0.004,0.09,0.084623556,0
8721,9.01,21.031,8.187,0.079,0.068,0.089,0.084,0.084623556,0
8722,15.526,-1.784,22.685,0.091,0,0.046,0.073,0.084623556,0
8723,3.881,4.391,9.455,-0.067,0.075,-0.075,0.089,0.084623556,0
8724,8.937,7.071,-1.542,-0.062,-0.032,-0.037,0.097,0.084623556,0
8725,10.4,-3.278,-8.091,0.011,0.011,0,0.094,0.084623556,0
8726,7.93,-4.582,-7.035,0.009,-0.104,-0.046,0.103,0.084623556,0
8727,3.871,13.057,-2.198,0.034,-0.064,-0.008,0.111,0.084623556,0
8728,9.881,9.335,14.52,-0.044,-0.164,-0.055,0.093,0.084623556,0
8729,9.025,7.499,16.605,0.031,0.012,-0.021,0.102,0.084623556,0
8730,0.971,7.564,4.792,-0.016,0.032,-0.04,0.093,0.084623556,0
8731,0.534,9.108,-5.819,-0.042,0.006,-0.105,0.114,0.084623556,0
8732,6.516,-3.375,-5.553,0.053,0.029,0.028,0.112,0.084623556,0
8733,-0.344,-3.244,-5.175,-0.017,-0.001,0.085,0.111,0.084623556,0
