time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
9546,11.996,24.957,6.825,-0.054,-0.017,-0.165,0.098,0.094568624,0
9547,9.286,0.046,22.4,0.123,-0.143,0.079,0.111,0.094568624,0
9548,-1.288,3.214,5.851,-0.011,-0.006,0.067,0.099,0.094568624,0
9549,0.593,6.189,-6.399,-0.112,0.026,-0.044,0.091,0.094568624,0
9550,3.937,-7.206,-1.384,-0.095,-0.033,-0.171,0.111,0.094568624,0
9551,-4.853,-3.656,1.215,-0.083,-0.029,-0.054,0.095,0.094568624,0
9552,2.273,18.192,2.127,-0.037,0.058,0.039,0.125,0.094568624,0
9553,7.285,-4.609,17.439,0.002,-0.09,0.189,0.136,0.094568624,0
9554,-1.607,2.871,8.327,0.016,0.036,-0.201,0.11,0.094568624,0
9555,8.075,15.976,-5.478,-0.036,0.04,-0.036,0.111,0.094568624,0
9556,13.513,-0.983,-3.969,-0.112,-0.051,0.002,0.106,0.094568624,0
9557,6.436,-1.389,-2.567,0.106,-0.057,0.059,0.118,0.094568624,0
9558,10.537,26.278,3.96,-0.073,-0.058,0.116,0.104,0.094568624,0
9559,14.434,-5.752,21.638,0.083,-0.05,-0.099,0.097,0.094568624,0
9560,5.903,-0.164,13.328,-0.163,0.051,-0.173,0.074,0.094568624,0
9561,11.679,6.135,-0.17,-0.025,-0.016,0.014,0.093,0.094568624,0
9562,13.37,4.49,-5.798,0.116,0.027,0.058,0.102,0.094568624,0
9563,7.192,-2.202,-2.837,0.114,-0.05,0.089,0.093,0.094568624,0
9564,4.067,16.353,1.696,-0.033,-0.087,0.068,0.086,0.094568624,0
9565,10.481,10.178,13.636,-0.034,-0.098,0.02,0.093,0.094568624,0
9566,5.015,7.645,15.919,-0.11,0.028,0.043,0.072,0.094568624,0
9567,0.436,3.589,2.824,0.037,-0.054,-0.046,0.095,0.094568624,0
9568,0.508,3.54,-4.855,0.016,0.007,-0.048,0.092,0.094568624,0
9569,3.445,-9.358,-1.837,-0.007,0.031,0.044,0.084,0.094568624,0
9570,-2.883,1.183,0.161,-0.082,0.031,0.06,0.1,0.094568624,0
9571,3.835,7.307,6.971,-0.155,-0.012,-0.063,0.077,0.094568624,0
9572,4.002,2.908,16.716,0.004,-0.026,-0.037,0.081,0.094568624,0
9573,1.333,6.643,5.149,-0.019,0.006,-0.058,0.102,0.094568624,0
9574,7.272,13.397,-6.398,-0.023,0.017,-0.085,0.104,0.094568624,0
9575,10.465,-2.186,-4.7,-0.039,-0.085,0.018,0.09,0.094568624,0
9576,4.785,1.562,0.388,-0.014,-0.014,0.09,0.095,0.094568624,0
9577,11.27,21.101,10.153,-0.138,0.057,-0.034,0.088,0.094568624,0
9578,12.617,-1.861,20.822,0.031,-0.021,-0.151,0.077,0.094568624,0
9579,4.234,3.509,7.282,-0.21,-0.007,-0.235,0.083,0.094568624,0
9580,11.503,6.666,-3.44,-0.1,-0.01,-0.022,0.113,0.094568624,0
9581,12.025,1.916,-7,-0.07,0.01,0.009,0.082,0.094568624,0
9582,3.04,4.527,-3.412,-0.04,-0.043,-0.024,0.084,0.094568624,0
9583,5.749,16.263,3.697,0.064,-0.114,-0.113,0.096,0.094568624,0
9584,10.159,5.126,19.313,0,-0.104,-0.108,0.095,0.094568624,0
9585,2.5,4.603,9.706,-0.159,0.006,-0.027,0.102,0.094568624,0
9586,2.127,2.885,0.13,-0.052,0.001,-0.054,0.094,0.094568624,0
9587,4.49,-1.289,-5.638,0.007,-0.036,-0.077,0.093,0.094568624,0
9588,-1.2,-3.244,-7.127,0.04,-0.087,-0.092,0.09,0.094568624,0
9589,-0.406,6.757,4.7,0.001,-0.044,-0.012,0.104,0.094568624,0
9590,6.265,-1.295,15.882,0.001,-0.007,-0.061,0.1,0.094568624,0
9591,3.485,7.806,12.341,-0.006,0.007,-0.027,0.097,0.094568624,0
9592,4.629,5.193,2.115,-0.069,-0.07,-0.02,0.092,0.094568624,0
9593,9.688,6.237,-6.599,-0.031,-0.031,-0.026,0.107,0.094568624,0
9594,10.32,0.133,-4.557,-0.009,-0.03,0.07,0.106,0.094568624,0
9595,5.388,10.703,3.81,-0.045,-0.052,0.083,0.102,0.094568624,0
9596,12.801,5.105,21.76,-0.062,0.02,-0.061,0.103,0.094568624,0
9597,9.045,4.565,16.599,-0.019,0.011,-0.044,0.084,0.094568624,0
9598,6.946,1.129,6.124,0.052,-0.043,-0.063,0.094,0.094568624,0
9599,10.962,3.466,-7.305,-0.052,-0.012,0.057,0.096,0.094568624,0
9600,9.723,1.673,-6.018,-0.007,0.07,0.098,0.066,0.094568624,0
9601,2.861,7.689,1.132,0.024,0.036,0.093,0.067,0.094568624,0
9602,10.134,13.945,16.053,0.052,-0.104,-0.089,0.072,0.094568624,0
9603,8.031,10.878,18.719,-0.059,-0.047,-0.04,0.089,0.094568624,0
9604,-1.637,1.483,5.58,-0.008,0.049,-0.002,0.088,0.094568624,0
9605,1.81,0.297,-3.762,-0.046,0.067,-0.045,0.079,0.094568624,0
9606,3.304,-2.372,-8.757,-0.001,0.136,0.054,0.089,0.094568624,0
9607,-4.004,-0.088,3.206,0.001,0.002,0.06,0.078,0.094568624,0
9608,2.261,6.404,13.675,0.03,0.006,-0.089,0.082,0.094568624,0
9609,6.338,4.5,14.761,-0.038,-0.053,-0.12,0.095,0.094568624,0
9610,-1.328,2.549,2.048,-0.075,-0.006,-0.126,0.095,0.094568624,0
9611,7.47,6.393,-4.643,0.007,0.021,-0.03,0.103,0.094568624,0
9612,10.225,9.772,-4.814,-0.012,-0.021,0.029,0.093,0.094568624,0
9613,5.806,4.252,1.007,0.082,-0.038,0.132,0.095,0.094568624,0
9614,7.083,12.658,13.632,-0.004,-0.042,0.093,0.095,0.094568624,0
9615,15.031,1.01,18.989,0.057,0.027,-0.064,0.085,0.094568624,0
9616,7.638,1.516,5.5,-0.055,0.033,-0.131,0.094,0.094568624,0
9617,9.853,1.134,0.329,0.052,0.087,0.061,0.093,0.094568624,0
9618,15.354,8.926,-5.986,0.002,-0.069,0.017,0.094,0.094568624,0
9619,5.679,3.459,-2.299,-0.073,-0.118,0.079,0.098,0.094568624,0
9620,5.451,6.996,5.276,-0.008,-0.058,-0.021,0.083,0.094568624,0
9621,10.23,7.694,13.84,-0.026,-0.016,-0.156,0.087,0.094568624,0
9622,3.255,8.251,8.423,-0.198,-0.053,-0.131,0.103,0.094568624,0
9623,-2.18,0.817,4.243,-0.069,-0.098,-0.054,0.098,0.094568624,0
9624,5.329,1.751,-3.957,-0.158,-0.013,0.037,0.116,0.094568624,0
9625,0.44,2.388,-4.38,-0.047,0.081,0.096,0.135,0.094568624,0
9626,-1.356,-3.587,4.339,0.091,0.007,0.16,0.122,0.094568624,0
9627,8.658,4.078,12.884,0.046,-0.094,0.105,0.158,0.094568624,0
9628,5.87,9.524,11.455,0.015,0.047,-0.091,0.217,0.094568624,0
9629,1.011,2.436,3.493,0.185,0.036,0.019,0.141,0.094568624,0
9630,11.641,9.791,-3.587,0.003,0.062,0.103,0.215,0.094568624,0
9631,8.831,4.756,-6.902,-0.01,-0.048,0.077,0.159,0.094568624,0
9632,5.982,2.699,4.411,0.08,-0.059,-0.082,0.202,0.094568624,0
9633,12.332,10.593,15.287,0.107,-0.085,-0.082,0.188,0.094568624,0
9634,13.649,10.491,14.129,-0.148,0.035,-0.131,0.221,0.094568624,0
9635,3.319,-4.691,2.55,-0.1,-0.131,0.031,0.106,0.094568624,0
9636,0.624,2.103,2.974,0.081,0.064,0.075,-0.005,0.094568624,0
9637,11.363,17.034,-10.2,-0.049,0.177,0.039,0.194,0.094568624,0
9638,10.802,-5.917,-2.089,0.036,0.102,0.074,0.205,0.094568624,0
9639,5.056,3.45,-0.471,0.161,-0.046,0.117,0.212,0.094568624,0
9640,9.732,32.862,5.451,0.206,-0.023,0.027,0.166,0.094568624,0
9641,14.359,-9.571,23.872,0.3,-0.063,0.036,0.182,0.094568624,0
9642,5.429,-1.662,16.402,-0.057,0.08,-0.112,0.142,0.094568624,0
9643,11.374,9.489,-1.843,0.058,0.111,0.161,0.162,0.094568624,0
9644,12.376,0.559,-10.033,0.038,0.054,0.144,0.126,0.094568624,0
9645,7.999,-3.862,0.309,0.279,0.093,0.123,0.108,0.094568624,0
9646,4.419,24.111,3.331,0.072,0.029,0.025,0.102,0.094568624,0
9647,11.006,12.525,14.721,0.093,-0.019,0.159,0.082,0.094568624,0
9648,5.22,-3.971,20.534,0.023,0.045,0.261,0.1,0.094568624,0
9649,1.249,7.085,3.071,0.1,0.116,0.149,0.086,0.094568624,0
9650,-0.139,5.746,-8.515,0.057,0.14,0.028,0.085,0.094568624,0
9651,3.495,-15.134,2.534,0.222,0.102,-0.052,0.094,0.094568624,0
9652,-2.526,5.885,2.482,0.115,0.026,0.141,0.111,0.094568624,0
9653,5.837,16.284,8.894,0.173,-0.052,0.106,0.106,0.094568624,0
9654,4.734,-1.338,19.903,0.152,0.064,0.15,0.09,0.094568624,0
9655,2.886,8.215,2.382,-0.022,0.087,0.04,0.101,0.094568624,0
9656,7.628,16.323,-9.278,0.015,0.046,-0.106,0.124,0.094568624,0
9657,13.016,-6.99,0.867,0.099,0,0.114,0.113,0.094568624,0
9658,4.258,9.239,5.169,0.062,0.075,0.221,0.094,0.094568624,0
9659,11.706,20.559,8.639,-0.059,0.104,0.059,0.12,0.094568624,0
9660,13.213,-3.715,24.668,0.023,0.036,-0.125,0.113,0.094568624,0
9661,1.259,1.312,8.413,0.036,0.043,-0.115,0.105,0.094568624,0
9662,11.101,9.54,-7.451,-0.013,0.099,0.049,0.106,0.094568624,0
9663,13.02,-4.235,-1.241,0.06,0.112,0.038,0.091,0.094568624,0
9664,0.135,4.828,-0.314,0.055,-0.003,-0.037,0.102,0.094568624,0
9665,6.862,26.246,3.805,0.083,-0.003,0.008,0.089,0.094568624,0
9666,11.84,3.87,18.879,0.065,-0.072,0.105,0.09,0.094568624,0
9667,-1.069,1.149,11.445,-0.037,0.119,-0.082,0.1,0.094568624,0
9668,0.434,10.791,-4.761,-0.011,0.073,-0.026,0.078,0.094568624,0
9669,3.849,-5.134,-2.697,-0.025,0.031,-0.072,0.102,0.094568624,0
9670,-3.783,-4.021,-3.359,0.017,-0.064,0.049,0.1,0.094568624,0
9671,0.721,11.767,0.024,-0.107,0.005,0.038,0.116,0.094568624,0
9672,7.201,-0.062,18.289,0.022,-0.117,-0.089,0.104,0.094568624,0
9673,-0.683,4.039,11.45,-0.058,0.024,-0.072,0.099,0.094568624,0
9674,7.422,14.528,-4.44,-0.057,-0.007,-0.035,0.095,0.094568624,0
9675,11.709,1.369,-4.255,0.038,-0.066,0.039,0.107,0.094568624,0
9676,6.93,0.987,-1.803,0.039,-0.06,0.088,0.09,0.094568624,0
9677,9.229,21.849,4.573,-0.037,-0.041,-0.004,0.078,0.094568624,0
9678,16.133,-1.804,21.267,-0.067,-0.111,-0.105,0.083,0.094568624,0
9679,7.414,0.535,14.58,-0.238,0.009,-0.111,0.094,0.094568624,0
9680,10.859,9.711,1.314,-0.107,-0.036,0.089,0.085,0.094568624,0
9681,12.309,3.053,-5.313,-0.041,-0.061,0.028,0.089,0.094568624,0
9682,8.21,0.482,-4.427,0.044,-0.056,0.035,0.095,0.094568624,0
9683,4.732,14.666,0.046,-0.029,-0.136,-0.052,0.077,0.094568624,0
9684,10.138,9.172,16.974,-0.001,-0.179,-0.008,0.089,0.094568624,0
9685,4.951,5.006,16.101,-0.018,-0.027,-0.084,0.085,0.094568624,0
9686,1.898,4.013,5.358,-0.089,-0.073,-0.009,0.12,0.094568624,0
9687,1.82,2.862,-4.935,-0.074,-0.034,-0.107,0.088,0.094568624,0
9688,2.444,-8.398,-2.635,0.063,0.003,-0.022,0.115,0.094568624,0
9689,-1.656,3.513,-1.08,-0.085,-0.063,-0.017,0.105,0.094568624,0
9690,4.212,12.589,9.811,-0.015,-0.051,-0.08,0.139,0.094568624,0
9691,6.374,5.396,17.381,0.093,-0.146,-0.077,0.11,0.094568624,0
9692,3.03,4.434,3.283,-0.047,-0.043,-0.094,0.117,0.094568624,0
9693,8.139,12.985,-4.979,-0.026,-0.076,-0.164,0.107,0.094568624,0
9694,11.444,0.592,-4.129,-0.008,-0.184,-0.053,0.118,0.094568624,0
9695,4.939,6.617,0.738,-0.032,-0.003,0.115,0.096,0.094568624,0
9696,11.313,16.985,11.669,0.027,-0.01,-0.029,0.098,0.094568624,0
9697,14.519,-0.336,21.454,-0.065,0.053,-0.014,0.103,0.094568624,0
9698,3.215,4.469,7.822,-0.119,0.039,-0.143,0.087,0.094568624,0
9699,11.25,8.259,-3.401,-0.071,0.061,0.072,0.106,0.094568624,0
9700,13.452,0.024,-4.893,0.02,0.004,-0.071,0.109,0.094568624,0
9701,3.117,7.865,-3.995,0.002,-0.06,0.002,0.106,0.094568624,0
9702,7.585,16.205,7.196,-0.037,-0.06,0.023,0.126,0.094568624,0
9703,10.568,5.551,19.836,0.071,0.024,0.051,0.104,0.094568624,0
9704,-0.873,3.72,10.17,-0.107,0.005,-0.17,0.095,0.094568624,0
9705,1.758,5.261,0.589,-0.014,0.009,-0.05,0.076,0.094568624,0
9706,5.537,-1.054,-6.31,0.018,0.095,-0.042,0.089,0.094568624,0
9707,-1.71,-1.95,-6.54,-0.011,-0.073,-0.093,0.111,0.094568624,0
9708,1.183,1.094,4.677,-0.017,-0.045,0.017,0.101,0.094568624,0
9709,7.879,5.675,17.317,-0.014,0.04,0.007,0.107,0.094568624,0
9710,2.809,6.509,10.306,-0.046,-0.063,-0.1,0.095,0.094568624,0
9711,7.079,1.342,-0.256,-0.027,0.04,0.009,0.088,0.094568624,0
9712,11.197,6.958,-8.16,0.015,-0.013,-0.057,0.084,0.094568624,0
9713,9.063,3.535,-5.821,0.088,0.053,0.214,0.096,0.094568624,0
9714,5.85,10.978,9.128,0.065,0.022,0.059,0.098,0.094568624,0
9715,14.32,5.677,21.834,0.021,0.006,-0.011,0.086,0.094568624,0
9716,10.551,3.536,16.194,-0.027,0.037,-0.104,0.076,0.094568624,0
9717,8.017,-1.519,0.236,-0.033,-0.062,0.044,0.072,0.094568624,0
9718,13.541,4.942,-6.814,-0.045,0.014,0.134,0.084,0.094568624,0
9719,9.286,5.881,-5.421,-0.03,-0.051,0.047,0.078,0.094568624,0
9720,4.68,8.249,8.129,0.015,-0.022,0.044,0.08,0.094568624,0
9721,9.074,14.962,14.185,0.152,-0.057,-0.049,0.082,0.094568624,0
9722,10.469,8.036,12.532,0.119,0.019,-0.018,0.087,0.094568624,0
9723,-1.494,1.26,2.971,-0.007,0.029,-0.048,0.082,0.094568624,0
9724,1.094,2.966,-3.649,-0.052,0.09,0.02,0.102,0.094568624,0
9725,3.46,2.867,-4.643,0.102,0.078,0.01,0.113,0.094568624,0
9726,-4.152,-5.083,1.735,0.077,0.054,0.106,0.121,0.094568624,0
9727,1.786,0.868,8.853,0.077,0.037,0.013,0.094,0.094568624,0
9728,7.31,9.648,13.789,0.098,0.11,-0.041,0.081,0.094568624,0
9729,-0.357,2.251,5.359,0.004,0.04,0.011,0.092,0.094568624,0
9730,6.833,5.93,-2.293,0.022,0.038,0.06,0.095,0.094568624,0
9731,12.073,7.872,-3.991,-0.02,-0.051,0.053,0.092,0.094568624,0
9732,5.585,5.058,1.754,0.042,-0.085,0.142,0.09,0.094568624,0
9733,7.124,5.231,12.048,0.057,-0.07,0.066,0.109,0.094568624,0
9734,17.366,5.075,19.542,0.024,-0.01,-0.062,0.085,0.094568624,0
9735,7.358,3.124,7.964,-0.03,0.068,-0.108,0.119,0.094568624,0
9736,9.324,2.634,1.548,0.055,0.054,-0.01,0.107,0.094568624,0
9737,15.397,5.932,-4.991,-0.057,0.028,0.09,0.139,0.094568624,0
9738,5.681,6.415,-0.253,0.002,0.001,0.154,0.132,0.094568624,0
9739,5.491,5.885,7.523,0.083,-0.051,-0.018,0.139,0.094568624,0
9740,11.524,9.909,15.169,-0.015,-0.034,0.022,0.181,0.094568624,0
9741,3.304,7.384,13.236,-0.092,-0.084,-0.186,0.194,0.094568624,0
9742,-2.495,2.565,3.605,-0.113,-0.022,-0.049,0.201,0.094568624,0
9743,5.941,5.251,-5.037,-0.012,0.04,0.024,0.191,0.094568624,0
9744,-1.223,1.07,-5.106,0.043,0.044,0.049,0.227,0.094568624,0
9745,-2.334,-4.496,-2.333,-0.054,-0.08,-0.077,0.133,0.094568624,0
9746,0.984,2.601,2.645,0.033,0.03,0.029,-0.005,0.094568624,0
9747,-4.33,4.615,2.166,-0.091,-0.016,0.005,0.168,0.094568624,0
9748,5.556,27.481,5.84,-0.157,-0.051,0.09,0.164,0.094568624,0
9749,4.972,-7.786,22.777,0.021,-0.056,-0.137,0.19,0.094568624,0
9750,-0.238,2.808,7.878,0.08,0.047,-0.163,0.203,0.094568624,0
9751,8.858,17.798,-8.704,-0.101,0.16,0.049,0.145,0.094568624,0
9752,12.751,-6.047,-1.271,-0.043,0.061,0.106,0.142,0.094568624,0
9753,4.403,3.24,2.389,0.206,0.013,0.039,0.152,0.094568624,0
9754,10.376,33.944,6.081,0.173,0.05,0.163,0.128,0.094568624,0
9755,12.105,-11.914,25.726,0.072,-0.012,-0.002,0.109,0.094568624,0
9756,3.367,-1.579,16.285,-0.019,0.1,-0.106,0.097,0.094568624,0
9757,14.397,11.284,-3.513,0.093,0.1,0.079,0.086,0.094568624,0
9758,12.699,-2.077,-5.056,0.05,0.124,0.2,0.097,0.094568624,0
9759,2.453,-4.052,-2.866,0.028,0.014,0.076,0.086,0.094568624,0
9760,5.425,26.132,2.781,0.177,-0.066,-0.119,0.096,0.094568624,0
9761,10.961,0.696,17.613,0.124,-0.122,-0.147,0.077,0.094568624,0
9762,5.011,-0.494,16.092,0.036,-0.083,0.057,0.1,0.094568624,0
9763,4.744,9.664,0.92,-0.025,0.044,0.031,0.1,0.094568624,0
9764,2.207,2.436,-4.343,-0.034,0.031,-0.03,0.106,0.094568624,0
9765,-0.004,-15.007,1.417,0.063,-0.035,-0.042,0.108,0.094568624,0
9766,-2.38,9.182,-0.774,0.09,-0.049,0,0.128,0.094568624,0
9767,8.312,9.124,13.619,0.117,0.001,0.141,0.117,0.094568624,0
9768,5.454,-0.893,18.237,0.131,-0.066,0.262,0.123,0.094568624,0
9769,3.007,7.252,2.917,0.001,0.09,0.001,0.103,0.094568624,0
9770,7.978,14.934,-8.897,0.029,-0.001,-0.1,0.106,0.094568624,0
9771,11.3,-6.231,0.882,0.158,-0.011,0.106,0.113,0.094568624,0
9772,3.283,9.019,3.795,0.144,0.119,0.212,0.115,0.094568624,0
9773,13.198,19.989,12.899,-0.116,0.21,0.094,0.106,0.094568624,0
9774,12.43,-2.762,23.603,0.041,0.103,-0.213,0.106,0.094568624,0
9775,3.242,3.75,10.376,0.016,0.115,-0.025,0.095,0.094568624,0
9776,11.682,7.753,-2.843,-0.074,0.051,0.081,0.097,0.094568624,0
9777,12.138,-0.864,-2.878,-0.01,0.096,0.094,0.092,0.094568624,0
9778,1.9,6.993,0.65,0.122,0.024,0.027,0.108,0.094568624,0
9779,7.192,23.284,5.092,0.093,0.018,0.013,0.1,0.094568624,0
9780,10.586,1.716,20.688,0.014,-0.013,0.096,0.096,0.094568624,0
9781,-0.742,4.233,11.4,-0.067,0.092,-0.132,0.111,0.094568624,0
9782,3.345,7.446,-1.467,-0.086,0.089,0.117,0.076,0.094568624,0
9783,3.025,-6.182,-2.985,0.052,0.11,0.021,0.09,0.094568624,0
9784,-3.622,-3.082,-1.487,0.088,-0.011,0.042,0.107,0.094568624,0
9785,2.988,13.421,4.503,0.011,0.019,0.025,0.092,0.094568624,0
9786,5.288,-0.924,17.63,-0.027,0.009,-0.004,0.079,0.094568624,0
9787,0.479,1.666,12.058,-0.053,0.034,-0.176,0.099,0.094568624,0
9788,6.924,12.792,0.43,0.023,0.026,-0.021,0.087,0.094568624,0
9789,9.727,2.83,-5.945,0.081,-0.031,0.042,0.089,0.094568624,0
9790,8.274,-0.13,-1.651,0.082,-0.081,0.084,0.116,0.094568624,0
9791,7.329,18.566,6.325,-0.072,-0.011,-0.025,0.088,0.094568624,0
9792,14.124,2.033,20.539,-0.075,-0.152,-0.129,0.089,0.094568624,0
9793,7.743,2.321,16.588,-0.169,-0.04,-0.114,0.082,0.094568624,0
9794,10.749,6.731,2.076,-0.082,-0.07,0.026,0.108,0.094568624,0
9795,12.739,3.77,-8.426,-0.052,0.008,0.068,0.083,0.094568624,0
9796,8.588,0.792,-3.049,-0.039,-0.092,0.021,0.085,0.094568624,0
9797,4.302,13.833,0.81,-0.041,-0.179,-0.069,0.113,0.094568624,0
9798,10.371,13.07,11.705,0.016,-0.126,-0.176,0.099,0.094568624,0
9799,7.527,5.989,18.256,-0.107,-0.012,-0.169,0.094,0.094568624,0
9800,0.052,6.841,6.064,-0.186,-0.109,-0.034,0.115,0.094568624,0
9801,1.145,3.45,-5.57,-0.099,0.022,0.008,0.081,0.094568624,0
9802,2.844,-6.454,-2.319,-0.129,-0.053,-0.065,0.112,0.094568624,0
9803,-1.93,1.69,0.164,-0.21,-0.038,-0.026,0.132,0.094568624,0
9804,4.333,10.619,9.23,-0.153,-0.11,-0.1,0.1,0.094568624,0
9805,5.547,5.752,19.19,-0.065,-0.066,-0.173,0.115,0.094568624,0
9806,1.796,4.658,4.88,-0.083,-0.059,-0.095,0.09,0.094568624,0
9807,8.269,10.413,-4.329,-0.117,-0.107,-0.1,0.106,0.094568624,0
9808,11.8,3.759,-2.681,-0.089,-0.152,-0.063,0.113,0.094568624,0
9809,3.891,6.144,0.758,-0.074,-0.11,-0.057,0.106,0.094568624,0
9810,9.666,15.97,13.558,-0.114,-0.12,-0.011,0.097,0.094568624,0
9811,15.153,1.371,20.595,-0.063,-0.079,-0.108,0.088,0.094568624,0
9812,3.015,2.338,9.221,-0.254,-0.063,-0.215,0.096,0.094568624,0
9813,10.399,4.961,-4.288,-0.122,-0.081,-0.082,0.08,0.094568624,0
9814,12.64,0.72,-5.797,-0.154,-0.056,-0.016,0.102,0.094568624,0
9815,3.65,7.404,-4.224,-0.009,-0.136,-0.059,0.08,0.094568624,0
9816,6.149,15.986,8.7,0.024,-0.174,0,0.09,0.094568624,0
9817,10.483,5.106,17.763,0.005,-0.098,-0.111,0.08,0.094568624,0
9818,2.801,3.587,12.455,-0.094,-0.076,-0.079,0.098,0.094568624,0
9819,0.562,3.985,3.678,-0.059,-0.026,-0.135,0.082,0.094568624,0
9820,4.838,-0.633,-7.123,-0.07,0.03,-0.095,0.087,0.094568624,0
9821,-0.958,-2.703,-7.217,-0.076,-0.085,-0.034,0.085,0.094568624,0
9822,-0.689,3.006,2.366,-0.101,-0.131,-0.078,0.09,0.094568624,0
9823,7.459,7.112,16.438,-0.035,-0.029,-0.128,0.092,0.094568624,0
9824,3.294,8.495,14.248,-0.158,0.028,-0.217,0.095,0.094568624,0
9825,3.605,1.516,1.523,-0.01,-0.042,-0.094,0.091,0.094568624,0
9826,10.545,8.292,-10.219,-0.069,-0.004,-0.01,0.087,0.094568624,0
9827,8.614,5.014,-6.216,0.044,-0.01,0.128,0.087,0.094568624,0
9828,7.068,8.918,8.638,-0.064,-0.134,0.029,0.076,0.094568624,0
9829,13.954,10.407,18.442,0.099,-0.084,-0.063,0.074,0.094568624,0
9830,11.868,4.913,13.739,-0.058,0.034,-0.096,0.088,0.094568624,0
9831,5.265,-0.773,1.736,0.002,-0.059,-0.039,0.092,0.094568624,0
9832,12.707,4.307,-6.518,-0.085,0.038,0.125,0.1,0.094568624,0
9833,11.332,4.644,-3.35,-0.079,0.087,0.086,0.091,0.094568624,0
9834,4.96,7.471,4.305,0.022,0.053,0.08,0.092,0.094568624,0
9835,10.149,14.649,12.454,0.047,0.054,-0.076,0.1,0.094568624,0
9836,10.101,10.128,12.76,0.036,-0.083,-0.178,0.088,0.094568624,0
9837,0.327,2.361,7.019,-0.049,-0.068,-0.091,0.086,0.094568624,0
9838,1.233,4.773,-1.892,-0.04,0.098,-0.092,0.082,0.094568624,0
9839,6.333,2.862,-3.252,-0.105,-0.005,-0.012,0.102,0.094568624,0
9840,-5.951,-2.53,0.969,-0.078,-0.138,0.002,0.103,0.094568624,0
9841,1.831,3.591,7.614,0.03,-0.12,-0.005,0.1,0.094568624,0
9842,8.889,7.972,13.951,0.015,0.026,-0.09,0.101,0.094568624,0
9843,0.333,3.101,6.518,-0.006,0.147,-0.058,0.106,0.094568624,0
9844,5.21,6.564,-2.743,-0.03,-0.063,-0.082,0.136,0.094568624,0
9845,12.502,11.991,-5.372,-0.102,-0.168,0.064,0.119,0.094568624,0
9846,5.501,3.645,-0.636,0.096,-0.031,0.107,0.135,0.094568624,0
9847,7.243,3.684,12.32,-0.071,-0.143,-0.006,0.156,0.094568624,0
9848,15.145,5.738,18.913,-0.14,-0.027,-0.054,0.156,0.094568624,0
9849,7.396,7.182,10.357,-0.144,-0.013,-0.159,0.122,0.094568624,0
9850,7.459,-0.435,0.384,0.034,0.043,0.023,0.175,0.094568624,0
9851,16.76,3.469,-3.329,-0.005,0.069,0.018,0.185,0.094568624,0
9852,6.784,6.077,-3.639,-0.023,0.011,0.201,0.171,0.094568624,0
9853,5.346,3.517,5.464,-0.017,-0.071,0.096,0.259,0.094568624,0
9854,12.573,10.194,15.186,0.091,-0.088,-0.082,0.206,0.094568624,0
9855,-0.995,0.471,0.393,-0.001,0.029,-0.037,0.138,0.094568624,0
9856,1.532,2.254,0.867,0.003,-0.011,0.01,-0.005,0.094568624,0
9857,0.42,19.157,2.331,-0.003,-0.097,0.005,0.179,0.094568624,0
9858,10.952,21.934,14.368,-0.084,-0.061,-0.099,0.17,0.094568624,0
9859,8.458,-0.423,22.862,0.071,-0.119,-0.02,0.169,0.094568624,0
9860,2.401,4.744,5.743,-0.101,-0.029,0.039,0.151,0.094568624,0
9861,-0.547,6.79,-8.009,-0.01,0.018,-0.176,0.148,0.094568624,0
9862,4.928,-14.524,2.905,-0.007,0.026,-0.117,0.156,0.094568624,0
9863,-3.848,0.327,3.872,-0.079,0.086,-0.023,0.133,0.094568624,0
9864,4.958,21.161,7.263,-0.231,0.068,0.088,0.134,0.094568624,0
9865,5.334,-6.658,21.743,0.152,-0.017,0.043,0.115,0.094568624,0
9866,0.784,7.055,8.106,0.097,0.024,-0.087,0.107,0.094568624,0
9867,9.541,18.494,-7.019,-0.117,0.073,0.015,0.107,0.094568624,0
9868,9.686,-6.431,-0.676,-0.106,-0.04,-0.104,0.104,0.094568624,0
9869,3.945,-1.172,1.28,0.205,-0.064,-0.079,0.093,0.094568624,0
9870,10.897,31.048,6.175,0.077,-0.011,0.12,0.1,0.094568624,0
9871,13.806,-10.46,25.846,0.185,-0.007,0.088,0.08,0.094568624,0
9872,5.423,-2.812,15.32,0.034,0.121,0.016,0.081,0.094568624,0
9873,12.649,10.69,-2.787,0.113,0.105,0.1,0.091,0.094568624,0
9874,14.191,2.691,-5.424,0.067,0.076,0.09,0.116,0.094568624,0
9875,5.342,-7.295,0.251,0.184,0.01,0.066,0.098,0.094568624,0
9876,3.846,22.21,0.958,0.029,-0.028,-0.029,0.102,0.094568624,0
9877,13.061,5.986,18.305,0.19,-0.138,-0.101,0.125,0.094568624,0
9878,3.96,1.115,16.846,0.019,0.008,0.051,0.095,0.094568624,0
9879,2.772,4.517,0.007,0.036,0.094,0.208,0.119,0.094568624,0
9880,2.203,4.49,-5.78,-0.033,0.054,-0.019,0.105,0.094568624,0
9881,1.132,-10.174,0.179,-0.052,-0.001,0.039,0.109,0.094568624,0
9882,-4.691,6.565,2.094,0.055,-0.105,-0.114,0.118,0.094568624,0
